출처,접수번호,성명,생년월일,생년월일_원본,성별,성별_원본,연락처,연락처_원본,최종학력,자격증,시험지역,시험장,시험일자,시험일자_원본,교시_원본,수수료,감면유형,감면유형_원본,감면금액,최종결제금액,결제수단,결제수단_원본,결제상태,결제상태_원본,접수상태,접수상태_원본,접수일시,접수일시_원본,사용맥락,등급,시험유형,회차,시험구분,응시자격유형,시험연도,차수,1차합격여부,시험과목,교육기관,교육수료번호,교육수료일,교육수료일_원본,교육이수시간,사진검증,확인필요
국가기술,DN2026987781,구영숙,1954-05-11,1954-05-11,여,여,010-5155-2553,010-5155-2553,대학원졸,굴착기운전기능사,울산,울산시험장,2026-09-01,2026-09-01,3,14500,장애인,장애인,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-18 13:08,2026-08-18 13:08:00,복지관,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026617624,성종수,1931-10-07,1931-10-07,남,남,010-1392-9593,010-1392-9593,고등학교졸업,굴착기운전기능사,충남,천안시험장,2026-10-22,2026-10-22,5,14500,없음,없음,0,14500,가상계좌,가상계좌,환불,환불,취소,취소,2026-08-16 13:34,2026-08-16 13:34:00,가족보조,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026987037,신순옥,1942-06-25,1942-06-25,여,여,010-9532-4362,010-9532-4362,초등학교졸업,지게차운전기능사,대구,대구시험장,2026-10-11,2026-10-11,1,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-09 20:23,2026-08-09 20:23:00,복지관,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026949131,주재호,1936-09-04,1936-09-04,남,남,010-5349-8276,010-5349-8276,고등학교졸업,한식조리기능사,세종,세종시험장,2026-10-08,2026-10-08,5,14500,없음,없음,0,14500,신용카드,신용카드,환불,환불,취소,취소,2026-08-12 14:11,2026-08-12 14:11:00,본인단독,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026699624,허순옥,1955-03-16,1955-03-16,여,여,010-8200-3787,010-8200-3787,초등학교졸업,지게차운전기능사,경남,창원시험장,2026-09-13,2026-09-13,1,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-08 15:05,2026-08-08 15:05:00,가족보조,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026079285,차일남,1948-04-13,1948-04-13,남,남,010-9574-2859,010-9574-2859,고등학교졸업,한식조리기능사,광주,광주시험장,2026-09-20,2026-09-20,3,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-14 11:17,2026-08-14 11:17:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026439005,남정호,1930-02-21,1930-02-21,남,남,010-5072-7517,010-5072-7517,무학,지게차운전기능사,제주,제주시험장,2026-11-16,2026-11-16,4,14500,차상위계층,차상위계층,7250,7250,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-04 16:20,2026-08-04 16:20:00,본인단독,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026963957,차선옥,1932-08-27,1932-08-27,여,여,010-5758-1495,010-5758-1495,대학교졸,굴착기운전기능사,세종,세종시험장,2026-09-11,2026-09-11,2,14500,없음,없음,0,14500,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-11 21:22,2026-08-11 21:22:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026169578,양영호,1944-05-05,1944-05-05,남,남,010-2855-4947,010-2855-4947,대학원졸,한식조리기능사,대전,대전시험장,2026-11-28,2026-11-28,5,14500,없음,없음,0,14500,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-18 18:39,2026-08-18 18:39:00,복지관,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026551726,정광수,1933-02-21,1933-02-21,남,남,010-6946-7554,010-6946-7554,고등학교졸업,한식조리기능사,경북,포항시험장,2026-11-15,2026-11-15,3,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-09 11:20,2026-08-09 11:20:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026837906,서옥분,1945-04-20,1945-04-20,여,여,010-8916-9180,010-8916-9180,중학교졸업,굴착기운전기능사,부산,부산시험장,2026-10-12,2026-10-12,5,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-15 13:15,2026-08-15 13:15:00,복지관,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026669797,윤명자,1945-05-01,1945-05-01,여,여,010-6654-3120,010-6654-3120,고등학교졸업,한식조리기능사,충남,천안시험장,2026-10-28,2026-10-28,1,14500,기초생활수급자,기초생활수급자,7250,7250,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-11 19:40,2026-08-11 19:40:00,복지관,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026489356,남동호,1960-11-26,1960-11-26,남,남,010-6239-6534,010-6239-6534,중학교졸업,한식조리기능사,경기,수원시험장,2026-11-27,2026-11-27,3,14500,장애인,장애인,7250,7250,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-18 15:48,2026-08-18 15:48:00,본인단독,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026298644,전옥분,1949-06-01,1949-06-01,여,여,010-5034-2437,010-5034-2437,대학교졸,굴착기운전기능사,부산,부산시험장,2026-11-25,2026-11-25,2,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-12 14:18,2026-08-12 14:18:00,가족보조,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026908817,곽점순,1950-07-26,1950-07-26,여,여,010-2373-4823,010-2373-4823,대학교졸,굴착기운전기능사,충북,청주시험장,2026-10-21,2026-10-21,3,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-04 18:04,2026-08-04 18:04:00,복지관,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026937710,류경자,1965-03-22,1965-03-22,여,여,010-6751-4149,010-6751-4149,대학원졸,지게차운전기능사,제주,제주시험장,2026-11-25,2026-11-25,1,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-16 11:27,2026-08-16 11:27:00,복지관,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026353781,권명자,1954-03-11,1954-03-11,여,여,010-3376-9369,010-3376-9369,대학교졸,전기기능사,광주,광주시험장,2026-11-04,2026-11-04,4,14500,기초생활수급자,기초생활수급자,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-02 22:51,2026-08-02 22:51:00,복지관,기능사,정기,1,필기,비전공자,,,,,,,,,,,
국가기술,DN2026935195,허정자,1940-01-06,1940-01-06,여,여,010-6365-8624,010-6365-8624,대학교졸,굴착기운전기능사,경남,창원시험장,2026-11-17,2026-11-17,1,14500,기초생활수급자,기초생활수급자,7250,7250,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-05 19:04,2026-08-05 19:04:00,가족보조,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026237773,정경자,1928-06-01,1928-06-01,여,여,010-3352-4582,010-3352-4582,대학교졸,굴착기운전기능사,제주,제주시험장,2026-11-25,2026-11-25,4,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-07 18:41,2026-08-07 18:41:00,복지관,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026728020,오복남,1943-08-23,1943-08-23,남,남,010-4440-4398,010-4440-4398,고등학교졸업,지게차운전기능사,경남,창원시험장,2026-10-21,2026-10-21,4,14500,기초생활수급자,기초생활수급자,7250,7250,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-04 21:04,2026-08-04 21:04:00,복지관,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026206360,이동호,1930-03-09,1930-03-09,남,남,010-7863-5193,010-7863-5193,초등학교졸업,한식조리기능사,전북,전주시험장,2026-10-17,2026-10-17,1,14500,기초생활수급자,기초생활수급자,7250,7250,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-07 12:39,2026-08-07 12:39:00,본인단독,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026621749,전복순,1960-03-02,1960-03-02,여,여,010-9738-8616,010-9738-8616,고등학교졸업,한식조리기능사,광주,광주시험장,2026-11-23,2026-11-23,3,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-17 13:18,2026-08-17 13:18:00,복지관,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026105163,이용기,1960-06-17,1960-06-17,남,남,010-4004-3462,010-4004-3462,초등학교졸업,한식조리기능사,경기,성남시험장,2026-09-28,2026-09-28,5,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-08 18:30,2026-08-08 18:30:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026337737,최정호,1956-07-27,1956-07-27,남,남,010-6174-2465,010-6174-2465,고등학교졸업,지게차운전기능사,서울,서울2시험장,2026-11-13,2026-11-13,1,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-11 11:00,2026-08-11 11:00:00,가족보조,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026994325,조영숙,1940-04-14,1940-04-14,여,여,010-1522-1282,010-1522-1282,고등학교졸업,한식조리기능사,울산,울산시험장,2026-11-18,2026-11-18,3,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-14 18:19,2026-08-14 18:19:00,복지관,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026893385,안미자,1954-03-25,1954-03-25,여,여,010-8818-4792,010-8818-4792,전문대졸,한식조리기능사,서울,서울남부시험장,2026-09-21,2026-09-21,1,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-11 14:24,2026-08-11 14:24:00,복지관,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026421902,한영수,1940-03-10,1940-03-10,남,남,010-9691-8401,010-9691-8401,초등학교졸업,한식조리기능사,충북,청주시험장,2026-09-22,2026-09-22,5,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-08 21:34,2026-08-08 21:34:00,가족보조,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026908257,유필호,1933-07-22,1933-07-22,남,남,010-4897-5309,010-4897-5309,고등학교졸업,전기기능사,부산,부산남부시험장,2026-10-08,2026-10-08,3,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-16 20:58,2026-08-16 20:58:00,복지관,기능사,정기,2,필기,비전공자,,,,,,,,,,,
국가기술,DN2026970177,곽두만,1952-05-08,1952-05-08,남,남,010-5657-3069,010-5657-3069,고등학교졸업,전기기능사,제주,제주시험장,2026-09-01,2026-09-01,3,14500,차상위계층,차상위계층,7250,7250,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-04 13:42,2026-08-04 13:42:00,가족보조,기능사,정기,2,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026395787,강복남,1963-04-01,1963-04-01,남,남,010-4400-3151,010-4400-3151,전문대졸,지게차운전기능사,전북,전주시험장,2026-11-23,2026-11-23,1,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-18 11:43,2026-08-18 11:43:00,복지관,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026979457,최영자,1944-09-20,1944-09-20,여,여,010-6479-9788,010-6479-9788,전문대졸,한식조리기능사,서울,서울남부시험장,2026-11-18,2026-11-18,4,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-16 09:37,2026-08-16 09:37:00,복지관,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026922160,구재호,1953-05-19,1953-05-19,남,남,010-8944-5208,010-8944-5208,대학교졸,한식조리기능사,강원,춘천시험장,2026-09-04,2026-09-04,3,14500,없음,없음,0,14500,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-09 22:51,2026-08-09 22:51:00,가족보조,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026149238,임만복,1938-11-22,1938-11-22,남,남,010-5707-8037,010-5707-8037,무학,굴착기운전기능사,대전,대전시험장,2026-09-01,2026-09-01,4,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-06 11:53,2026-08-06 11:53:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026695028,신영자,1964-07-26,1964-07-26,여,여,010-4958-2313,010-4958-2313,대학교졸,굴착기운전기능사,경기,고양시험장,2026-09-08,2026-09-08,2,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-12 15:02,2026-08-12 15:02:00,복지관,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026893976,전복순,1938-04-06,1938-04-06,여,여,010-1046-5978,010-1046-5978,전문대졸,굴착기운전기능사,경북,포항시험장,2026-11-16,2026-11-16,5,14500,없음,없음,0,14500,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-07 11:49,2026-08-07 11:49:00,본인단독,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026139002,류영호,1938-02-08,1938-02-08,남,남,010-6982-9129,010-6982-9129,고등학교졸업,한식조리기능사,대전,대전시험장,2026-11-10,2026-11-10,4,14500,기초생활수급자,기초생활수급자,7250,7250,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-02 21:10,2026-08-02 21:10:00,가족보조,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026551218,고말자,1944-04-28,1944-04-28,여,여,010-9190-7714,010-9190-7714,고등학교졸업,지게차운전기능사,부산,부산시험장,2026-11-13,2026-11-13,4,14500,기초생활수급자,기초생활수급자,7250,7250,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-15 14:55,2026-08-15 14:55:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026021550,이운순,1934-10-26,1934-10-26,여,여,010-5526-7410,010-5526-7410,고등학교졸업,지게차운전기능사,전북,전주시험장,2026-09-08,2026-09-08,5,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-09 14:46,2026-08-09 14:46:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026255357,한말순,1966-07-08,1966-07-08,여,여,010-1338-5209,010-1338-5209,전문대졸,지게차운전기능사,광주,광주시험장,2026-11-17,2026-11-17,4,14500,장애인,장애인,7250,7250,신용카드,신용카드,대기,대기,결제대기,결제대기,2026-08-15 10:34,2026-08-15 10:34:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026035589,최갑수,1931-07-20,1931-07-20,남,남,010-1190-6244,010-1190-6244,초등학교졸업,굴착기운전기능사,대구,대구시험장,2026-10-16,2026-10-16,3,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-16 21:14,2026-08-16 21:14:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026149695,손영숙,1933-02-22,1933-02-22,여,여,010-5723-9716,010-5723-9716,대학교졸,지게차운전기능사,충남,천안시험장,2026-10-05,2026-10-05,1,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-02 14:40,2026-08-02 14:40:00,본인단독,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026113845,심두만,1957-08-27,1957-08-27,남,남,010-8968-8428,010-8968-8428,대학교졸,한식조리기능사,광주,광주시험장,2026-10-13,2026-10-13,3,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-07 19:02,2026-08-07 19:02:00,가족보조,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026112214,장기철,1953-12-22,1953-12-22,남,남,010-2522-3883,010-2522-3883,초등학교졸업,한식조리기능사,경남,창원시험장,2026-09-04,2026-09-04,1,14500,없음,없음,0,14500,가상계좌,가상계좌,완료,완료,접수완료,접수완료,2026-08-17 18:45,2026-08-17 18:45:00,가족보조,기능사,상시CBT,,필기,경력,,,,,,,,,,,
국가기술,DN2026378449,남일남,1957-03-15,1957-03-15,남,남,010-2467-5871,010-2467-5871,초등학교졸업,한식조리기능사,경기,성남시험장,2026-11-13,2026-11-13,4,14500,없음,없음,0,14500,계좌이체,계좌이체,대기,대기,결제대기,결제대기,2026-08-01 16:17,2026-08-01 16:17:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026725696,박동호,1937-06-09,1937-06-09,남,남,010-6662-2144,010-6662-2144,무학,한식조리기능사,경남,창원시험장,2026-10-08,2026-10-08,2,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-03 12:44,2026-08-03 12:44:00,가족보조,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026697947,송삼석,1937-10-15,1937-10-15,남,남,010-5431-5422,010-5431-5422,무학,굴착기운전기능사,충남,천안시험장,2026-11-06,2026-11-06,5,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-03 15:14,2026-08-03 15:14:00,본인단독,기능사,상시CBT,,필기,비전공자,,,,,,,,,,,
국가기술,DN2026491595,정말자,1934-07-05,1934-07-05,여,여,010-8235-5538,010-8235-5538,대학교졸,한식조리기능사,세종,세종시험장,2026-11-18,2026-11-18,3,14500,없음,없음,0,14500,신용카드,신용카드,완료,완료,접수완료,접수완료,2026-08-03 18:17,2026-08-03 18:17:00,가족보조,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
국가기술,DN2026751949,하순옥,1962-05-19,1962-05-19,여,여,010-5567-7120,010-5567-7120,고등학교졸업,굴착기운전기능사,인천,인천시험장,2026-10-09,2026-10-09,1,14500,없음,없음,0,14500,계좌이체,계좌이체,완료,완료,접수완료,접수완료,2026-08-15 12:27,2026-08-15 12:27:00,복지관,기능사,상시CBT,,필기,관련학과졸업,,,,,,,,,,,
